City_ID,city,Temperature,Longitude,Latitude,Cloudiness,Wind Speed,Humidity
465,kuta,26.97,115.1723,-8.7233,75,2.06,94
466,carauari,24.06,-66.8958,-4.8828,76,0.35,85
467,zheleznogorsk-ilimskiy,30.49,104.1217,56.5768,0,3.23,32
468,banda aceh,28.1,95.3222,5.5577,100,2.93,75
469,patong,26.08,98.2966,7.8961,100,2.18,72
470,roxas,27.86,122.7511,11.5853,100,1.86,72
471,levoca,18.98,20.5921,49.0217,99,1.18,91
472,nyurba,26.87,118.3319,63.2842,92,4.84,57
473,salalah,29.05,54.0924,17.0151,75,3.09,89
474,huilong,26.0,121.655,31.8111,100,5.54,92
475,salinas,18.26,-121.6555,36.6777,0,6.69,69
476,maracacume,23.03,-45.9592,-2.0428,92,1.65,97
477,pervomayskiy,18.82,40.2871,53.2485,8,2.84,92
478,rawson,6.31,-65.1023,-43.3002,0,8.58,64
479,victorica,8.88,-65.4359,-36.2151,40,1.17,43
480,patterson,34.77,-121.1297,37.4716,0,4.77,36
481,tsumeb,13.71,17.7167,-19.2333,0,2.47,37
482,kabalo,21.58,26.9167,-6.05,6,2.0,50
483,manokwari,27.3,134.0833,-0.8667,98,3.08,75
484,karratha,22.09,116.8463,-20.7377,0,10.51,37
485,talcahuano,8.82,-73.1167,-36.7167,75,1.54,93
486,poronaysk,10.78,143.1167,49.2167,100,4.58,96
487,kavaratti,27.58,72.642,10.5669,100,6.49,82
488,eastham,21.15,-69.9739,41.8301,40,4.63,84
489,mil'kovo,20.19,37.7956,55.6078,100,1.86,87
490,lata,16.07,-8.3327,40.1629,22,0.88,98
491,americus,30.07,-84.2327,32.0724,40,2.57,79
492,fairview,22.42,-73.999,40.8126,75,4.47,89
493,oum hadjer,28.66,19.6966,13.2954,96,4.41,54
494,vernon,20.32,-119.2691,50.2581,100,2.68,68
495,shibganj,31.19,88.1598,24.6829,94,3.18,67
496,terebovlya,18.64,25.71,49.3019,50,2.76,66
497,lerwick,11.0,-1.1494,60.1545,100,5.94,84
498,coquimbo,11.85,-71.3436,-29.9533,0,4.12,93
499,sierra vista southeast,24.14,-110.2164,31.4539,100,3.4,81
500,nishinoomote,29.31,131.0,30.7333,75,5.66,89
501,fisterra,16.12,-9.2629,42.9049,9,4.8,92
502,kiunga,28.59,141.2906,-6.1219,93,1.83,73
503,jawf al maqbabah,27.24,45.8349,13.8378,100,0.39,60
504,pukchil-lodongjagu,23.23,125.7483,40.2019,98,0.58,84
505,thaba-tseka,3.31,28.6084,-29.522,5,1.57,72
506,hermiston,29.22,-119.2895,45.8404,0,6.69,30
507,marat,29.75,45.4615,25.0701,6,5.09,12
508,gobabis,11.55,18.9667,-22.45,91,5.46,43
509,kiruna,7.51,20.2251,67.8557,75,1.54,93
510,forster,15.16,152.5167,-32.1667,43,5.56,77
511,nuku'alofa,24.19,-175.2,-21.1333,40,5.66,73
512,hinton,13.68,-117.5857,53.4001,100,1.62,93
513,champerico,27.09,-91.9167,14.3,100,4.08,84
514,urengoy,7.75,78.3667,65.9667,86,8.73,83
515,coronel dorrego,11.63,-61.2873,-38.7187,94,9.14,38
516,benjamin hill,32.76,-111.1,30.1667,98,3.91,42
517,sydney mines,17.95,-60.2177,46.2367,100,7.72,96
518,madalena,14.67,-8.3345,41.2162,0,0.81,94
519,hermanus,13.23,19.2345,-34.4187,10,2.78,82
520,nago,31.52,127.9761,26.5881,79,6.1,77
521,sarangani,27.35,125.4636,5.4033,99,2.61,77
522,pasuquin,30.97,120.6177,18.3328,20,1.54,74
523,zhalantun,26.82,122.7167,48.0,31,2.97,28
524,kodinsk,29.06,99.1844,58.6881,54,2.66,44
525,calama,7.27,-68.9333,-22.4667,0,3.09,9
526,karagay,16.74,54.9368,58.2667,60,2.06,87
527,xichang,21.06,102.2634,27.8964,100,0.55,90
528,tralee,11.07,-9.7026,52.2704,100,2.4,96
529,al bawiti,24.68,28.8659,28.3492,0,3.22,67
530,sena madureira,24.36,-68.6569,-9.0656,50,2.25,60
531,lee acres,30.83,-106.647,35.1487,75,6.17,36
532,port macquarie,15.6,152.9167,-31.4333,98,1.79,74
533,garachico,17.49,-17.7646,28.7781,84,6.18,93
534,nova sintra,19.78,-24.7167,14.8667,25,7.01,85
535,yeed,23.03,43.0333,4.55,89,7.35,73
536,egilsstadir,11.95,-14.3948,65.2653,0,5.66,82
537,puloypuloy,28.7,124.096,6.6352,57,1.05,76
538,boguchany,28.6,97.4531,58.3814,98,3.11,50
539,mount gambier,10.34,140.7667,-37.8333,100,1.93,67
540,waingapu,29.0,120.2641,-9.6567,100,5.63,63
541,rahimah,30.12,50.0619,26.7079,7,4.97,33
542,vila franca do campo,18.27,-25.4333,37.7167,78,4.02,99
543,pitimbu,23.33,-34.8086,-7.4706,0,4.16,77
544,nanning,30.25,108.3167,22.8167,36,5.16,69
545,taiynsha,15.7,69.7639,53.8478,85,1.74,69
546,saldanha,14.03,17.9442,-33.0117,100,3.73,86
547,saposoa,24.17,-76.7716,-6.934,72,1.08,81
548,kon tum,25.37,108.0,14.35,100,1.39,86
549,hassi messaoud,36.92,6.0729,31.6804,0,2.57,10
550,aioun,29.32,-9.6149,16.6614,68,5.06,52
551,motomachi,26.01,144.1044,43.8228,75,6.69,69
552,mthatha,17.31,28.7844,-31.5889,13,3.09,48
553,yelizovo,12.08,158.3805,53.1873,75,7.0,71
554,zapolyarnyy,7.6,30.8136,69.4154,94,1.09,92
555,mashhad,20.08,59.6062,36.297,0,2.06,60
556,miri,28.08,114.0089,4.4148,20,3.6,78
557,san juan,11.83,-68.5364,-31.5375,3,4.05,25
558,khrenovoye,18.73,40.2889,51.12,29,0.95,87
559,bom jesus da lapa,22.94,-43.4181,-13.255,17,1.8,36
560,shagonar,21.95,92.8,51.5333,57,0.68,64
561,northam,13.75,-4.2167,51.0333,94,3.16,87
562,strelka,24.75,93.0344,58.0728,100,3.81,60
563,arkansas city,26.47,-97.0384,37.062,0,3.09,69
564,belaya kholunitsa,16.94,50.8528,58.84,98,2.12,96
565,preston,10.85,-2.7167,53.7667,72,3.5,87
566,bir el djir,21.47,-0.545,35.72,20,3.6,60
567,andergrove,25.83,149.1833,-21.0833,0,1.83,75
568,lichinga,16.05,35.2406,-13.3128,75,2.57,82
569,embi,14.39,58.1442,48.8264,98,6.35,76
570,akureyri,15.96,-18.0878,65.6835,100,9.77,63
571,kharkhorin,22.25,102.8238,47.1975,0,1.5,40
572,huarmey,18.39,-78.1522,-10.0681,45,3.95,85
573,archangelos,25.99,28.1149,36.2149,0,2.76,56
574,ko pha ngan,26.38,100.0291,9.7578,100,6.4,77
575,churapcha,23.19,132.4325,62.0025,63,6.16,40
